customer_id,gender,agecat,edcat,jobcat,empcat,retire,income,creddebt,othdebt,jobsat,marital,spousedcat,residecat,homeown,hometype,addresscat,default
2412-UONUS,M,3,3,1,3,0,92,.55384,1.28616,4,1,3,2,1,3,3,0
7129-EEKTU,M,2,2,1,3,0,35,.51744,.25256,3,1,2,4,1,3,2,0
9093-XWHKV,M,2,3,1,2,0,58,1.320312,3.551688,2,0,-1,2,0,2,1,0
2141-IURVN,F,1,2,6,2,0,51,1.983135,3.167865,2,1,2,6,1,1,1,1
8678-KGOPF,F,3,1,2,3,0,36,1.635228,2.072772,2,1,1,2,0,1,3,0
7695-VQAHR,F,4,3,5,5,1,15,.052245,.352755,5,0,-1,1,1,1,3,0
1806-BVLIJ,F,4,3,2,3,1,10,.09338,.13662,1,1,2,2,1,1,2,0
0163-TKHOO,M,4,1,2,3,1,10,1.2285,.5915,4,1,1,2,1,4,3,0
5842-PJTYE,F,3,2,3,4,0,100,5.3244,6.2756,3,1,2,4,0,2,3,0
1827-JXILK,F,2,1,1,3,0,65,.95004,.93496,3,1,2,2,1,1,2,0
0534-IIYKI,M,1,2,1,1,0,22,.607068,.778932,1,0,-1,4,0,2,1,1
2904-TLMQP,F,1,3,2,1,0,45,.76329,10.80171,2,1,3,4,0,2,1,1
3602-BBGXR,M,2,3,2,1,0,21,1.430163,1.950837,1,0,-1,1,1,3,2,0
9824-WWPVB,M,2,3,3,3,0,145,3.4307,6.7193,3,0,-1,1,1,1,2,0
2963-YWIWR,M,3,1,2,3,0,27,1.36998,1.81602,4,1,1,2,0,2,1,0
4958-XPHGY,M,1,2,3,1,0,38,.240768,1.127232,2,0,-1,1,1,4,1,0
5505-AADZG,M,3,1,5,5,0,83,7.635834,6.557166,5,0,-1,1,1,3,2,0
9956-UVKHK,M,1,2,1,1,0,45,.316575,1.258425,2,1,2,4,1,1,1,0
3652-JDEUB,F,1,1,1,3,0,26,1.239108,1.204892,4,1,1,4,0,2,1,0
8557-JZQQJ,F,1,2,5,1,0,54,.18225,2.24775,2,0,-1,2,0,3,1,0
6770-CDAJT,F,4,2,5,5,1,20,.69552,1.82448,5,0,-1,1,1,3,3,0
5600-RGQJR,M,2,2,1,2,0,23,1.28501,2.18799,4,0,-1,1,0,1,2,0
2059-BEDKB,M,2,2,1,3,0,47,3.361158,4.816842,1,0,-1,1,1,1,2,1
2733-NUIEJ,M,4,2,2,3,0,31,.172205,.168795,3,0,-1,1,1,1,3,0
1187-HKQWS,F,1,1,2,1,0,29,1.837556,2.396444,1,0,-1,1,1,1,2,1
2042-KRCRD,M,4,2,3,5,1,44,.12672,.57728,4,1,1,2,1,3,3,0
3609-FJMRI,F,3,1,6,5,1,34,.378658,1.083342,5,0,-1,1,1,4,3,0
6624-TEFWY,F,4,1,2,5,1,14,.297402,1.060598,4,0,-1,1,1,1,3,0
3871-ZAZGK,F,1,2,2,1,0,24,.145728,2.062272,2,1,2,3,0,2,1,0
5063-YWCNL,M,3,2,2,2,0,42,.72996,2.58804,4,1,2,2,0,1,2,0
3110-TKSUC,F,4,1,1,5,1,14,.021812,.244188,4,0,-1,1,0,2,3,0
1312-ZHWAE,F,4,3,6,5,1,153,5.311089,4.327911,5,1,2,2,1,1,3,0
1833-OYMHD,M,2,2,2,2,0,28,.404488,1.331512,3,0,-1,1,0,2,2,0
6144-TUVIV,F,2,1,4,4,0,64,3.549056,4.066944,3,1,1,3,1,1,3,0
1474-CZNBN,M,1,1,2,1,0,22,1.37214,2.01586,2,0,-1,2,1,3,1,1
3700-DMFMU,F,2,1,2,2,0,60,1.83168,1.04832,5,0,-1,1,1,1,2,0
9328-MIUOS,F,2,3,3,4,0,52,.337896,1.638104,2,1,2,3,1,3,2,0
2309-QHKUM,F,4,1,2,4,1,17,.27455,.15045,2,0,-1,1,1,1,3,0
5386-GMBZT,F,4,3,1,4,0,152,12.42752,31.95648,4,1,2,2,1,1,3,1
4011-QHPJT,M,3,2,2,2,0,64,3.638784,2.953216,2,1,3,2,0,1,3,0
4497-KQAFE,M,3,1,1,2,0,51,1.596912,2.279088,2,0,-1,1,1,1,2,0
4815-QFLPT,M,1,3,1,2,0,34,.333268,1.638732,5,0,-1,1,0,2,1,0
4684-NGUHI,F,2,3,2,1,0,25,.6351,.8149,3,1,2,2,1,1,1,1
1756-NVPMI,M,4,2,6,5,0,544,34.357408,40.170592,5,1,2,4,1,1,3,1
9410-MIAMO,F,2,3,6,3,0,66,4.968216,3.149784,5,0,-1,1,0,1,2,0
8000-XOVTP,F,2,3,2,2,0,64,2.3104,2.5536,3,1,3,3,1,1,2,0
6202-XIRBK,M,2,2,1,2,0,36,.196452,1.639548,1,1,3,4,1,3,1,0
9738-NJUQG,M,2,3,1,2,0,35,.49896,1.04104,1,0,-1,1,0,2,2,0
6882-XEIQZ,F,1,1,6,2,0,18,.052992,.361008,4,1,1,6,1,3,1,0
8530-DYGOY,F,1,2,5,2,0,16,.96424,.39576,3,1,2,3,0,2,1,0
8017-BNQAB,F,2,2,1,2,0,48,.852576,4.283424,3,1,2,3,1,1,2,1
8166-GWLWI,M,1,2,6,2,0,22,.01265,.53735,2,1,1,6,1,1,1,0
6363-QYAAN,F,1,1,1,2,0,25,1.3803,1.8447,1,0,-1,1,0,2,1,0
8321-TKOCH,F,1,1,2,1,0,18,.391932,1.660068,1,0,-1,3,1,3,1,0
6333-NAHVS,M,2,1,6,3,0,23,1.048064,1.895936,4,0,-1,4,1,3,2,0
3297-OCLWW,M,2,3,1,2,0,50,.6201,2.0299,2,0,-1,1,0,2,2,0
7843-PIRVU,M,1,2,5,2,0,46,1.145584,2.902416,3,1,2,3,0,2,2,1
1520-ZQHEH,F,4,3,2,3,1,14,.2968,1.1032,1,0,-1,1,0,2,3,0
9885-YFXLH,F,2,2,1,2,0,37,.37962,1.28538,5,1,2,3,1,1,2,0
3054-RGLVC,F,1,3,1,1,0,28,.198912,.837088,1,1,2,6,1,1,1,0
7699-XKURO,F,1,2,6,2,0,34,.56355,.76245,5,1,2,5,1,1,1,0
9302-NRDMD,M,4,1,2,3,0,46,4.156928,1.731072,3,0,-1,1,1,3,2,0
1507-KIYWN,F,4,2,2,2,1,11,.607464,.690536,4,0,-1,1,0,2,3,0
5100-XRTLC,M,4,2,2,3,1,19,.796005,.400995,5,0,-1,1,0,2,3,0
9389-VTQMI,F,2,1,2,2,0,21,.861441,1.805559,1,0,-1,1,0,2,2,0
6112-JXULS,M,1,3,3,1,0,39,.3783,3.5217,1,1,2,4,1,1,1,0
4067-INFKJ,F,1,3,3,1,0,30,.3168,3.2832,3,0,-1,2,0,2,2,0
0151-UYXJK,M,2,2,1,2,0,27,1.12644,2.89656,3,0,-1,1,0,1,2,0
2685-PIYQL,F,2,2,2,1,0,35,.7672,4.0278,3,1,2,6,0,2,1,0
1895-SYDUU,M,4,2,2,3,1,16,.285264,.722736,4,1,3,2,1,1,3,0
2362-BVJQT,M,2,1,2,2,0,23,3.30832,2.02768,2,0,-1,1,1,1,2,0
0031-RMYGX,F,2,2,2,1,0,43,.366016,.450984,3,1,1,2,1,1,1,0
2664-JSPIQ,M,4,1,2,2,0,35,.2632,5.3368,2,0,-1,1,1,1,3,0
4338-KDUBI,M,4,3,2,2,1,12,.39204,.92796,2,1,2,2,0,4,2,0
1376-YLPPT,M,4,3,6,5,0,210,21.66654,11.51346,4,1,3,2,1,1,3,1
9278-TBMPG,M,2,1,1,3,0,76,.809856,1.926144,2,1,2,2,1,2,1,0
3664-LCRXD,F,3,1,6,5,0,49,2.033304,6.884696,5,1,2,4,1,1,3,0
0969-ZLJTP,M,3,1,6,4,0,48,5.9472,4.1328,3,1,1,3,0,1,3,0
2613-WCYDW,M,1,3,6,1,0,41,1.25173,2.27427,1,1,2,4,1,1,1,1
9293-JMXDV,F,2,2,3,3,0,52,.5148,4.6332,3,1,2,3,1,1,2,0
8923-BOHHH,F,2,3,2,2,0,66,2.999766,6.966234,4,0,-1,1,1,2,1,1
6886-DIZTP,F,2,1,1,3,0,49,1.329468,3.668532,4,1,1,4,1,3,3,0
1229-XFDQU,M,2,2,2,3,0,21,2.055942,4.937058,3,1,2,4,1,1,3,0
1942-ADYEX,M,3,1,2,4,0,52,5.7486,4.7034,2,0,-1,1,0,2,2,1
9998-MSWJK,M,3,1,1,3,0,34,.320178,1.141822,4,0,-1,1,1,1,1,0
4985-ARKUG,F,4,3,2,2,0,33,5.367681,3.839319,2,0,-1,1,0,2,3,1
4739-CTKXY,M,4,2,6,4,1,39,.208962,2.014038,3,1,2,2,1,1,3,0
2517-QCQTZ,M,1,3,3,1,0,52,.43602,1.79998,1,0,-1,2,1,1,1,0
2649-BZRDW,M,4,1,5,5,1,104,8.707608,10.948392,3,1,1,2,1,3,3,0
8831-DCUWR,M,4,1,1,5,1,45,.0459,.1791,2,1,1,2,1,1,3,0
2904-XXCVJ,F,1,1,2,1,0,17,.473637,1.413363,2,0,-1,2,1,1,1,1
4350-SLOJL,F,4,2,2,2,0,35,.36015,3.06985,1,0,-1,1,0,2,1,0
6187-VGRTR,F,3,2,1,4,0,130,3.69408,8.78592,2,1,1,3,1,1,3,0
5750-OLDCB,F,1,3,1,2,0,47,5.201913,5.937087,1,1,3,2,1,1,2,1
7700-BIAAO,M,1,3,6,1,0,19,1.257344,.528656,2,0,-1,2,0,2,1,0
0557-NQYQO,M,3,3,6,4,0,59,2.68155,2.62845,4,1,3,4,1,1,3,0
1483-YTRUL,M,2,2,5,3,0,37,1.585968,3.631032,3,0,-1,1,1,1,2,1
0242-OVAIB,F,3,1,2,3,0,68,1.386112,2.149888,3,1,1,4,1,4,2,0
6066-DBUDP,F,1,2,1,1,0,32,.55728,3.76272,2,0,-1,1,0,2,2,0
9439-CLKBJ,M,1,3,2,1,0,24,.832464,2.551536,1,1,2,3,1,1,1,0
4139-KKPUF,M,3,1,5,5,0,76,3.40632,6.85368,4,0,-1,2,1,3,3,0
0038-LABJR,M,4,2,2,2,1,17,.010404,.023596,4,1,2,2,0,2,2,0
4716-QGACD,M,2,1,6,5,0,91,.612612,3.391388,5,1,1,6,1,4,3,0
9017-SZASN,F,2,3,1,2,0,60,.546,2.454,1,1,3,2,1,2,2,0
8220-RKVBO,F,1,2,1,1,0,24,.40572,1.25028,1,1,1,6,1,1,1,0
4965-QDRUT,F,1,3,6,1,0,18,.102168,.491832,1,1,2,2,1,1,1,0
2709-WIFHK,F,4,1,2,2,0,30,.80595,5.16405,3,1,1,2,1,1,3,0
0565-EDTIF,M,3,2,2,2,0,35,.3864,2.9736,2,0,-1,1,0,2,3,0
8057-TFWOJ,M,2,3,2,2,0,65,1.91061,2.70439,3,0,-1,3,0,3,1,0
7257-CPZGR,M,1,2,3,2,0,29,1.292646,2.709354,2,1,2,4,1,4,1,1
8264-WCSPX,M,2,1,6,3,0,25,.2583,1.7917,5,0,-1,1,0,4,2,0
6428-MNWPH,F,1,3,1,1,0,32,1.557376,1.386624,1,1,3,4,0,2,1,0
7049-VAMLX,M,3,1,6,5,0,93,1.866417,3.806583,4,1,1,2,0,2,3,0
8130-HCHOU,M,2,2,3,3,0,30,.63897,1.13103,3,0,-1,1,1,1,2,0
9425-TTMPY,M,4,3,3,5,1,12,.229248,.346752,4,0,-1,1,0,1,3,0
9028-QSZKG,M,1,2,6,2,0,27,1.355886,1.857114,2,1,1,5,1,2,2,1
1979-BHCRF,F,4,1,2,2,0,43,.646204,2.277796,2,0,-1,1,0,2,3,0
3354-AVXTV,F,2,2,1,2,0,40,.2208,.9792,1,1,2,5,1,1,2,0
8946-DUDWD,M,3,2,2,2,0,33,3.48348,6.08652,1,1,2,5,1,3,3,1
8494-GHWPF,F,3,1,2,2,0,24,.141312,2.930688,3,0,-1,1,1,4,3,0
9363-ZDTVY,M,2,2,5,3,0,37,1.912086,4.525914,5,0,-1,1,0,3,1,0
6475-TGPZG,M,1,3,6,2,0,22,.706992,1.559008,3,0,-1,3,0,2,1,0
8734-ECAYP,M,1,3,1,1,0,40,1.87156,.96844,2,1,1,5,1,1,1,1
3639-HNYGB,F,4,1,3,5,0,168,.950208,3.753792,4,1,1,2,1,1,3,0
9870-UELQR,F,1,1,2,2,0,25,.7194,2.0056,2,1,1,4,0,2,2,0
5792-HKNPU,M,2,2,2,1,0,66,3.977424,2.160576,4,0,-1,2,0,2,1,0
2089-WALCK,F,4,3,2,2,0,71,4.62636,8.22464,2,0,-1,1,1,1,3,0
4993-GBHFA,F,2,1,2,1,0,16,1.138,.862,1,0,-1,1,1,1,2,0
8397-XEUXV,M,3,2,6,5,0,95,1.33722,7.40278,4,1,3,2,1,3,3,0
8313-GNFVB,M,4,1,2,1,1,12,.0222,.2778,4,0,-1,1,1,2,2,1
2828-FVGLF,F,1,2,2,2,0,37,.314241,1.794759,2,1,2,5,1,1,2,0
2366-DALNT,F,4,2,2,3,1,11,.76472,1.65528,1,0,-1,1,1,3,3,0
6201-KJDEY,M,1,2,1,1,0,75,.591375,6.533625,3,0,-1,1,1,1,1,0
3892-ASYVD,M,3,1,2,1,0,50,.43875,6.31125,4,1,2,4,0,2,3,1
9112-CKMNX,M,2,3,1,2,0,24,1.467168,1.508832,5,0,-1,6,1,1,2,0
4949-UYUPB,M,1,2,5,2,0,36,.1296,1.3104,4,0,-1,2,0,1,1,0
0001-GDXQJ,F,3,3,1,3,0,34,.2448,1.1152,3,1,2,2,1,4,2,0
6561-AOASM,F,3,2,2,3,1,21,.138852,2.297148,2,0,-1,1,0,2,2,0
7887-UCFWY,M,1,2,3,2,0,42,.543816,2.942184,4,0,-1,1,1,1,1,0
2051-TDPLL,F,2,2,2,2,0,63,.624708,3.596292,2,0,-1,1,0,2,2,0
3339-CHNNF,F,2,3,1,2,0,51,.744345,4.610655,1,1,3,5,1,3,2,1
2107-GEDAV,M,3,2,5,5,0,201,3.608352,9.657648,5,0,-1,1,1,1,3,0
9363-TNAKE,M,3,3,2,1,0,33,.28644,.63756,2,0,-1,3,0,2,2,0
4989-JGYQN,F,3,1,5,5,0,117,2.415582,6.242418,5,1,1,3,1,1,2,0
8187-NKINR,M,2,3,4,4,0,33,4.92228,2.53572,1,1,2,2,0,2,2,1
2504-TGJPB,M,4,1,2,4,1,10,.6324,.2976,5,1,2,3,1,3,3,0
8091-NSVKZ,M,4,1,2,3,0,44,1.628,3.872,3,1,1,4,1,1,3,0
3136-LSYLO,M,2,3,1,1,0,85,8.66626,15.47374,4,0,-1,1,1,1,1,1
4181-LDADC,M,4,1,2,4,0,34,1.709316,2.812684,5,1,1,2,1,1,3,0
9287-MSINO,F,3,2,3,5,0,81,.390258,1.391742,5,1,2,2,0,2,2,0
3326-TMPBV,F,2,2,2,2,0,35,.588525,1.406475,2,0,-1,1,0,2,2,0
9017-WPSSZ,M,1,1,2,1,0,26,.139308,1.342692,1,0,-1,2,0,2,1,0
6211-RZRRD,F,2,1,4,5,0,39,.135564,1.580436,4,0,-1,2,1,1,1,0
7195-XESEH,F,1,2,2,1,0,16,.666928,.501072,1,0,-1,1,1,1,1,0
8623-LMJZY,F,1,2,5,1,0,33,.15048,.34452,1,0,-1,4,0,2,1,0
7338-BTNJW,F,2,2,2,2,0,31,.317099,1.325901,1,0,-1,1,0,2,3,0
0414-HZZEM,F,2,1,5,4,0,68,.47838,1.90162,1,1,1,4,1,1,1,0
3893-QDPQM,F,1,2,6,1,0,25,1.0403,1.5347,1,0,-1,2,1,1,1,1
7532-VTSMG,M,4,3,2,2,1,25,.638625,2.636375,2,1,2,2,1,3,3,0
6323-JZXYT,M,1,3,2,1,0,49,.163072,4.932928,1,0,-1,1,1,1,1,0
5216-LIRVW,M,2,3,6,4,0,55,1.1572,3.2428,5,0,-1,3,0,1,2,0
3956-FSKAY,M,1,1,6,2,0,27,.694008,.682992,3,0,-1,2,1,1,1,0
7426-QJKVB,M,1,2,1,1,0,46,1.521174,1.836826,2,1,3,5,1,3,1,0
5659-QOCXO,F,4,3,1,5,0,95,7.99216,8.72784,5,0,-1,1,1,4,3,0
6052-KPAYF,F,2,3,1,2,0,30,.98064,5.82936,2,0,-1,2,1,1,2,1
4321-SGMMB,M,4,2,6,5,0,113,2.328252,5.355748,5,1,3,2,0,2,3,0
1334-VMLDM,M,2,2,5,4,0,64,1.325376,2.450624,4,0,-1,2,1,1,3,0
9840-GKSHX,F,3,1,2,3,0,62,2.140984,3.377016,3,1,2,2,0,2,2,0
3826-BVAOC,F,2,1,2,2,0,29,.222169,1.140831,3,1,1,4,1,1,2,0
8419-DIGTA,M,3,2,1,3,0,72,.370656,1.213344,4,0,-1,4,1,1,3,0
1254-XYTBF,F,2,2,6,5,0,52,2.689024,2.562976,3,0,-1,1,1,1,2,1
2843-VSHXR,F,4,1,5,5,1,12,1.4949,.3171,5,1,1,2,1,1,3,0
1459-IMTSW,M,1,2,1,2,0,23,.887777,1.895223,3,0,-1,1,0,2,1,1
5193-WVDPP,M,2,1,2,2,0,40,.912,2.888,3,0,-1,1,1,2,2,0
0811-THJNG,M,4,2,3,4,0,50,.1071,1.5929,4,1,2,2,0,2,3,0
8465-RNCWX,F,4,1,1,5,1,17,.039168,.164832,5,1,1,2,1,1,3,0
9250-AYGLB,M,1,1,1,1,0,26,.323544,2.328456,1,0,-1,2,0,2,1,0
9848-MOCXX,F,3,1,1,3,0,95,.47595,.94905,3,0,-1,1,1,1,3,0
8055-BAGIB,M,2,1,6,3,0,38,.571634,1.290366,5,1,1,2,1,1,2,0
0621-PQUUD,F,1,1,5,2,0,23,2.139207,4.967793,4,0,-1,2,1,4,1,1
8349-MOTLK,F,2,2,2,2,0,104,.58344,8.25656,1,1,2,3,0,2,1,0
2501-OZLSR,F,2,1,1,2,0,45,2.056275,2.218725,5,0,-1,2,1,1,1,0
2321-PJXAP,F,4,1,5,5,0,90,4.8762,11.3238,4,1,2,2,1,1,3,0
4888-ZKJWD,M,2,2,6,3,0,66,8.826114,2.591886,2,0,-1,1,1,1,3,1
7143-AVDLU,F,4,1,6,5,1,12,.064656,.079344,5,0,-1,1,0,2,2,0
2593-FYBVJ,F,3,2,2,3,0,81,1.15668,1.59732,2,1,3,2,1,1,3,0
0472-WDKYK,F,1,3,1,1,0,35,1.71269,1.29731,2,1,3,5,1,4,1,0
2860-ZAAUP,F,2,3,2,1,0,48,2.286816,5.681184,2,0,-1,1,0,2,1,1
0994-OINMV,F,4,1,6,5,1,16,.615984,1.352016,2,1,1,2,1,3,3,0
5736-AYAAS,F,3,1,2,3,0,37,.689976,5.526024,4,1,1,2,1,2,3,0
9445-LQPMO,F,2,2,5,4,0,46,2.349864,3.584136,4,1,3,2,1,1,2,0
9491-LBGXC,F,3,2,6,5,0,78,1.574664,6.069336,5,1,2,2,1,1,3,0
9220-GOEEC,M,3,2,1,3,0,39,3.764826,7.116174,3,1,2,2,0,2,2,1
9263-UURHQ,F,2,2,2,2,0,31,.441285,1.821715,3,1,2,4,0,1,2,0
4828-KLILK,F,3,2,2,2,0,48,1.086912,13.601088,2,1,2,2,1,1,3,0
8068-MOCFM,F,2,2,2,2,0,92,1.525176,3.442824,4,1,1,4,1,1,3,0
6719-AFOTZ,M,1,2,2,1,0,37,2.27254,3.86946,3,0,-1,2,0,2,1,1
4386-QWCPT,M,4,1,5,5,1,13,.381433,.411567,5,1,2,2,1,1,3,0
1912-YMVJX,F,1,2,2,1,0,18,.513936,2.474064,1,1,2,3,0,2,1,0
3044-PDEUB,F,1,2,4,1,0,18,.887004,.660996,1,1,1,3,1,1,1,1
2737-BPXHS,F,1,2,3,1,0,19,.202122,.823878,2,1,1,6,1,1,1,0
1413-IYKXM,M,2,2,6,4,0,85,2.12636,6.88364,5,0,-1,1,0,1,2,0
1848-FVISJ,F,3,3,2,2,0,41,1.041072,.926928,2,0,-1,1,1,1,2,0
0647-IWGLP,M,1,1,5,3,0,16,.088736,.855264,2,1,1,5,0,2,1,0
5034-FBYKZ,F,4,3,1,4,0,44,.713856,.342144,4,1,1,2,0,2,3,0
8820-RXJWV,M,4,1,2,4,1,10,.22338,.50662,5,1,1,2,0,2,3,0
1323-ZARWV,F,2,1,6,4,0,76,1.083456,.588544,2,1,2,3,1,4,2,0
1244-JCJPR,M,2,1,2,2,0,28,.913136,2.558864,3,0,-1,1,0,1,1,1
0194-JRRKY,F,2,2,1,3,0,96,2.441088,5.046912,4,1,1,2,1,1,2,0
6527-KLWKZ,F,2,2,2,2,0,35,2.74274,2.05226,3,0,-1,2,0,1,2,0
8597-LRZWL,F,2,1,2,1,0,18,1.934352,2.853648,2,0,-1,1,0,1,1,1
8508-NXFNW,M,4,2,6,5,1,148,6.35808,11.40192,4,0,-1,1,1,1,3,0
3286-USMZN,M,2,1,1,2,0,30,1.42155,1.00845,4,0,-1,3,0,2,1,1
4317-NORUP,M,2,1,6,4,0,63,3.100545,2.254455,5,0,-1,1,1,1,2,0
9736-VXTEB,M,2,2,1,3,0,84,.898128,2.797872,2,0,-1,1,1,1,2,0
0939-JEAPW,M,4,3,2,2,0,54,3.320352,4.455648,5,1,2,3,0,1,3,0
7438-NKGXN,M,2,1,1,3,0,60,2.80476,4.75524,1,0,-1,2,0,2,1,1
5569-GYVMQ,M,1,2,6,3,0,36,2.044224,.763776,5,0,-1,3,1,2,2,0
1521-TKOSQ,M,2,1,1,3,0,47,4.984632,5.167368,5,1,1,2,1,1,2,1
6695-NTTDR,F,1,2,5,1,0,21,.31773,.39627,1,1,2,4,0,2,1,0
7920-SGCJL,M,3,3,3,4,0,70,7.19026,10.51974,4,0,-1,3,1,1,3,0
4328-DVQZS,F,2,1,2,3,0,43,2.666,3.999,2,1,1,2,1,1,2,1
8891-SIDOI,F,3,3,2,2,0,113,2.34927,3.75273,5,0,-1,1,1,3,2,1
9407-IHASR,F,1,1,1,1,0,20,.12168,.59832,1,1,2,4,1,1,1,0
8956-YICFW,F,2,2,1,2,0,32,.93632,1.52768,5,1,3,6,0,1,3,0
0647-LOOVK,F,4,2,1,4,0,93,3.566178,11.871822,5,0,-1,1,1,1,3,0
9813-FYUZY,F,3,2,5,5,0,102,.6579,8.1141,5,0,-1,1,0,2,3,0
3325-EFQJV,F,2,1,6,3,0,27,.906714,3.791286,4,1,1,6,1,3,2,0
4196-AVQWL,M,4,3,2,2,1,12,.166656,.601344,3,0,-1,3,1,4,3,0
0890-WHMRP,F,1,2,1,1,0,27,.178875,.496125,3,1,2,5,1,1,1,0
6529-ANTUZ,M,1,3,1,1,0,19,.3572,.5358,1,0,-1,1,0,2,1,0
7014-APWTZ,M,2,3,4,4,0,59,3.742842,7.703158,4,1,3,3,1,3,2,0
8246-KZQGS,F,3,1,6,4,0,30,.59943,.99057,5,1,2,2,0,3,2,0
8388-RIJSI,M,2,1,1,2,0,26,.3107,.9893,4,1,1,4,1,3,1,0
2959-VUSRX,F,2,3,5,2,0,23,.299552,.551448,4,0,-1,1,1,1,2,0
0165-CFVOW,F,3,1,3,5,0,134,.395568,2.016432,3,0,-1,1,1,3,3,0
5231-GSFHM,F,3,1,5,5,0,63,4.695327,4.565673,3,0,-1,1,1,1,3,0
3510-KROGM,M,2,2,2,2,0,25,1.05705,1.11795,3,0,-1,1,1,1,3,0
5083-RLDLT,F,3,1,2,3,0,42,3.29994,4.84806,3,0,-1,1,1,3,3,0
6833-ODRCT,F,2,2,3,3,0,25,.0585,.3915,1,1,1,5,1,1,2,0
5696-TENCO,F,2,2,1,2,0,38,1.129208,1.758792,1,0,-1,2,1,4,1,0
6076-WAIJS,F,2,2,5,3,0,18,.127872,.538128,5,1,3,5,1,1,2,0
0473-QBDWD,M,3,1,5,5,0,113,3.602214,10.635786,5,0,-1,1,1,1,3,0
6767-YTEEF,M,3,1,1,3,0,26,1.079078,.922922,1,1,1,2,1,3,2,0
0695-EBQFR,M,2,1,5,5,0,51,1.480632,2.395368,2,1,3,2,1,1,3,0
0870-AIHQP,M,2,2,3,3,0,22,.1089,1.5411,3,1,2,2,0,2,1,0
9162-TCCSN,M,1,2,2,1,0,13,.601484,.516516,2,0,-1,2,1,1,1,0
2027-MVOIM,F,1,1,2,1,0,35,1.33371,4.75629,1,1,2,4,1,1,1,1
7207-DFGRS,M,4,3,4,5,1,12,.109512,.826488,3,1,2,2,0,2,3,0
8472-ZVKUK,M,3,2,2,3,0,43,3.05257,3.61243,1,1,2,2,0,2,3,0
7802-GOITJ,M,3,1,2,4,0,59,1.204308,13.132692,5,1,1,2,0,2,2,1
0908-CYIZE,F,4,1,2,2,0,55,.97845,.67155,5,1,2,2,1,4,3,0
1379-VMSKX,F,2,1,1,2,0,43,.6493,1.5007,5,1,1,6,1,1,2,0
2852-VFRAQ,F,4,1,3,5,1,9,.122148,.579852,4,0,-1,1,0,2,3,0
7053-EVJXA,M,3,3,3,4,0,90,4.63968,8.32032,2,1,3,2,1,1,3,0
6315-DODVO,M,1,2,1,1,0,48,.32568,.77832,4,1,1,6,1,1,2,0
3800-QHTSJ,M,3,1,1,5,0,75,1.888125,5.236875,5,0,-1,1,0,2,3,0
9106-ZMAQA,M,2,1,2,1,0,21,1.000188,1.267812,2,0,-1,1,1,3,2,0
6565-EYSDH,F,4,2,1,3,0,78,.69498,9.83502,4,1,2,2,1,1,3,0
4214-NYNBU,M,3,2,5,5,0,86,2.53528,1.24872,4,1,2,2,0,2,2,0
4263-DFXHP,F,4,2,6,5,0,182,1.75175,8.25825,4,1,2,2,1,3,3,0
1767-NYJAJ,F,2,1,3,4,0,112,3.067904,8.916096,2,0,-1,2,1,2,2,0
2080-AGMGA,M,4,1,6,5,1,12,2.237256,2.394744,5,0,-1,1,0,2,3,0
8190-KVRQX,F,1,1,5,2,0,30,.3648,.2352,1,1,2,4,1,1,1,0
9492-VAKLB,F,4,3,1,3,1,16,.163056,.524944,3,0,-1,1,0,2,3,0
4419-VJUNJ,F,1,2,2,1,0,24,3.89052,3.38148,2,1,2,5,1,1,1,1
5928-TRXQU,F,1,1,2,1,0,19,.765111,1.001889,1,0,-1,4,0,2,1,0
3333-BZOPE,F,3,3,2,3,0,129,4.717143,1.861857,2,0,-1,1,1,1,3,0
6649-SGHGC,F,1,2,6,1,0,29,.154715,2.658285,2,0,-1,1,0,2,1,0
2906-SRCDL,F,1,2,2,1,0,52,2.659384,2.072616,1,1,1,5,1,3,1,1
9194-JYUMC,M,2,3,1,2,0,69,.92115,4.25385,3,0,-1,2,0,2,1,1
3437-YGMJR,M,3,1,6,5,0,155,3.197805,2.847195,4,0,-1,1,1,1,3,0
7310-BHFBU,M,4,3,1,5,0,98,4.307296,8.824704,3,0,-1,1,1,3,3,0
2688-RHPLK,M,4,1,1,5,0,223,24.520188,26.992812,4,1,1,2,0,2,3,1
6417-WHDDX,F,4,1,6,5,0,335,8.66712,5.40288,4,0,-1,1,1,1,3,0
4052-ECPXX,M,2,3,2,2,0,48,.545808,3.438192,3,0,-1,1,0,2,1,0
8420-CATBI,F,4,1,6,5,1,35,3.867325,4.707675,4,1,2,4,1,3,2,0
6694-ENHSN,M,2,2,3,4,0,98,1.350734,6.195266,5,0,-1,1,0,2,3,0
4800-OZAIJ,M,2,2,1,2,0,75,1.7286,11.1714,4,1,1,3,1,1,2,1
7908-KXRFN,F,1,2,2,1,0,38,.330372,2.291628,3,0,-1,3,1,1,1,1
4402-AQYSI,M,1,1,1,2,0,23,.341734,.187266,1,0,-1,3,1,1,1,0
4824-IGQQM,M,3,2,2,3,0,33,2.381214,1.215786,4,0,-1,1,1,2,2,0
6820-VULZJ,M,4,1,6,5,1,19,1.885104,7.177896,4,1,1,3,1,3,3,0
2251-IMMUK,F,4,3,1,5,1,10,.10989,.26011,4,0,-1,1,0,2,1,0
1050-ICTHU,F,3,1,2,2,0,23,1.259181,4.191819,2,1,1,6,1,1,2,0
